IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,víťaz,Korčok,Pellegrini
543209,Kaľava,8,SK,87.3%,0.0%,9.9%,0.0%,543209.0,Korčok,0.0,0.0
543225,Klčov,7,SK,98.4%,0.0%,0.0%,0.0%,543225.0,Pellegrini,0.0,100.0
543233,Kluknava,8,SK,97.5%,0.0%,0.0%,0.0%,543233.0,Pellegrini,20.0,80.0
543241,Kojšov,8,SK,96.7%,0.0%,1.1%,0.7%,543241.0,Pellegrini,33.33,66.67
543250,Kolinovce,8,SK,93.7%,0.0%,2.2%,0.0%,543250.0,Korčok,0.0,0.0
543268,Krompachy,8,SK,85.8%,0.0%,2.5%,0.1%,543268.0,Pellegrini,41.67,58.33
543276,Kurimany,7,SK,98.4%,0.0%,0.0%,0.0%,543276.0,Pellegrini,0.0,100.0
543284,Letanovce,8,SK,94.9%,0.0%,2.6%,0.2%,543284.0,Pellegrini,0.0,100.0
543292,Levoča,7,SK,94.1%,0.1%,2.2%,0.3%,543292.0,Pellegrini,4.76,95.24
543306,Lieskovany,8,SK,97.8%,0.0%,0.0%,0.3%,543306.0,Pellegrini,0.0,100.0
543314,Lúčka (LE),7,SK,94.7%,0.0%,0.0%,0.0%,543314.0,Korčok,0.0,0.0
543322,Margecany,8,SK,98.3%,0.0%,0.0%,0.1%,543322.0,Pellegrini,0.0,100.0
543331,Markušovce,8,SK,88.8%,0.1%,5.9%,0.0%,543331.0,Pellegrini,14.29,85.71
543349,Matejovce nad Hornádom,8,SK,98.2%,0.0%,0.0%,0.0%,543349.0,Pellegrini,33.33,66.67
543357,Mlynky,8,SK,96.1%,0.0%,0.2%,0.0%,543357.0,Pellegrini,0.0,100.0
543365,Mníšek nad Hnilcom,8,SK,88.5%,0.1%,1.8%,0.1%,543365.0,Pellegrini,0.0,100.0
543373,Nálepkovo,8,SK,95.2%,0.1%,1.4%,0.1%,543373.0,Korčok,50.0,50.0
543381,Nemešany,7,SK,98.8%,0.0%,0.0%,0.0%,543381.0,Korčok,60.0,40.0
543390,Nižné Repaše,7,SK,89.3%,0.0%,0.0%,6.3%,543390.0,Korčok,0.0,0.0
543403,Odorín,8,SK,98.3%,0.0%,0.0%,0.0%,543403.0,Pellegrini,0.0,100.0
543411,Olcnava,8,SK,92.8%,0.0%,0.0%,0.4%,543411.0,Pellegrini,40.0,60.0
543420,Oľšavica,7,SK,85.2%,0.0%,0.0%,12.9%,543420.0,Korčok,0.0,0.0
543438,Oľšavka (SN),8,SK,97.8%,0.0%,0.0%,0.0%,543438.0,Pellegrini,0.0,100.0
543446,Ordzovany,7,SK,99.4%,0.0%,0.0%,0.6%,543446.0,Korčok,0.0,0.0
543454,Pavľany,7,SK,97.6%,0.0%,0.0%,0.0%,543454.0,Korčok,0.0,0.0
543462,Poľanovce,7,SK,98.8%,0.6%,0.0%,0.0%,543462.0,Korčok,50.0,50.0
543471,Pongrácovce,7,SK,98.4%,0.8%,0.0%,0.0%,543471.0,Korčok,0.0,0.0
543489,Poráč,8,SK,85.2%,0.0%,2.5%,7.7%,543489.0,Pellegrini,0.0,100.0
543497,Prakovce,8,SK,95.5%,0.2%,0.8%,0.1%,543497.0,Pellegrini,28.57,71.43
543501,Richnava,8,SK,49.8%,0.0%,48.9%,0.0%,543501.0,Korčok,50.0,50.0
543519,Rudňany,8,SK,84.2%,0.1%,8.3%,0.0%,543519.0,Pellegrini,0.0,100.0
543527,Slatvina,8,SK,99.4%,0.3%,0.0%,0.0%,543527.0,Pellegrini,0.0,100.0
543535,Slovinky,8,SK,91.6%,0.1%,1.8%,2.7%,543535.0,Pellegrini,25.0,75.0
543551,Smolnícka Huta,8,SK,87.0%,0.0%,3.7%,0.0%,543551.0,Korčok,0.0,0.0
543560,Smolník,8,SK,89.6%,0.4%,0.6%,0.0%,543560.0,Pellegrini,0.0,100.0
543578,Spišské Podhradie,7,SK,89.8%,0.1%,3.5%,0.4%,543578.0,Pellegrini,0.0,100.0
543586,Spišské Tomášovce,8,SK,85.5%,0.0%,5.4%,0.2%,543586.0,Pellegrini,11.11,88.89
543594,Spišské Vlachy,8,SK,92.7%,0.1%,1.1%,0.1%,543594.0,Pellegrini,0.0,100.0
543608,Spišský Hrhov,7,SK,92.8%,0.1%,1.7%,0.3%,543608.0,Pellegrini,0.0,100.0
543616,Spišský Hrušov,8,SK,96.7%,0.1%,0.0%,0.0%,543616.0,Pellegrini,0.0,100.0
543624,Spišský Štvrtok,7,SK,92.3%,0.0%,3.3%,0.0%,543624.0,Pellegrini,28.57,71.43
543632,Stará Voda,8,SK,98.4%,0.0%,0.0%,0.0%,543632.0,Pellegrini,0.0,100.0
543641,Studenec,7,SK,96.3%,0.0%,0.0%,0.0%,543641.0,Pellegrini,0.0,100.0
543659,Švedlár,8,SK,83.3%,0.0%,8.8%,0.0%,543659.0,Korčok,50.0,50.0
543667,Teplička,8,SK,90.8%,0.1%,0.7%,0.1%,543667.0,Pellegrini,0.0,100.0
543675,Torysky - Торискы,7,SK,65.4%,0.0%,0.0%,31.5%,543675.0,Pellegrini,0.0,100.0
543683,Úhorná,8,SK,69.5%,0.0%,20.6%,0.0%,543683.0,Korčok,0.0,0.0
543691,Uloža,7,SK,96.8%,1.4%,0.0%,0.5%,543691.0,Korčok,0.0,0.0
543705,Veľký Folkmar,8,SK,95.7%,0.1%,0.0%,0.0%,543705.0,Korčok,0.0,0.0
543713,Vítkovce,8,SK,88.6%,0.0%,6.9%,0.0%,543713.0,Korčok,0.0,0.0
543721,Vojkovce,8,SK,93.4%,0.2%,1.9%,0.0%,543721.0,Pellegrini,0.0,100.0
543730,Sirník,8,SK,78.1%,16.9%,0.4%,0.0%,543730.0,Korčok,0.0,0.0
543748,Slivník,8,SK,97.7%,0.1%,0.0%,0.0%,543748.0,Korčok,100.0,0.0
543756,Slovenské Nové Mesto,8,SK,78.0%,10.2%,7.8%,0.1%,543756.0,Korčok,0.0,0.0
543764,Soľnička - Szolnocska,8,HU,18.2%,79.1%,0.0%,0.0%,543764.0,Korčok,0.0,0.0
543772,Somotor - Szomotor,8,HU,32.0%,64.9%,0.3%,0.0%,543772.0,Pellegrini,0.0,100.0
543781,Stankovce,8,SK,96.7%,0.0%,0.0%,0.0%,543781.0,Pellegrini,0.0,100.0
543799,Strážne - Őrös,8,HU,13.3%,81.0%,0.0%,0.2%,543799.0,Korčok,0.0,0.0
543802,Streda nad Bodrogom - Bodrogszerdahely,8,HU,41.5%,51.7%,0.7%,0.1%,543802.0,Pellegrini,0.0,100.0
543811,Svinice - Szinyér,8,HU,13.9%,86.1%,0.0%,0.0%,543811.0,Korčok,0.0,0.0
543829,Trnávka (TV),8,SK,91.9%,0.0%,6.4%,0.0%,543829.0,Korčok,100.0,0.0
543845,Veľaty,8,SK,93.6%,0.4%,0.2%,0.0%,543845.0,Pellegrini,33.33,66.67
543853,Veľké Kapušany - Nagykapos,8,HU,32.9%,53.0%,4.4%,0.0%,543853.0,Pellegrini,25.0,75.0
543861,Veľké Ozorovce,8,SK,92.3%,0.4%,3.3%,0.1%,543861.0,Korčok,66.67,33.33
543870,Veľké Raškovce - Nagyráska,8,HU,26.5%,67.2%,0.0%,0.0%,543870.0,Korčok,0.0,0.0
543888,Veľké Slemence - Nagyszelmenc,8,HU,9.9%,80.6%,3.4%,0.0%,543888.0,Korčok,0.0,0.0
543896,Veľké Trakany - Nagytárkány,8,HU,22.6%,72.7%,0.3%,0.1%,543896.0,Korčok,0.0,0.0
543900,Veľký Horeš - Nagygéres,8,HU,32.9%,61.9%,1.0%,0.0%,543900.0,Pellegrini,0.0,100.0
543918,Veľký Kamenec - Nagykövesd,8,HU,17.9%,79.4%,0.7%,0.0%,543918.0,Pellegrini,0.0,100.0
543926,Viničky - Szőlőske,8,HU,42.6%,53.6%,0.0%,0.0%,543926.0,Korčok,0.0,0.0
543934,Višňov,8,SK,97.6%,0.4%,0.0%,0.4%,543934.0,Pellegrini,0.0,100.0
543942,Vojany - Vaján,8,HU,25.4%,44.2%,20.5%,0.0%,543942.0,Korčok,0.0,0.0
543951,Vojčice,8,SK,94.4%,0.5%,3.2%,0.0%,543951.0,Pellegrini,0.0,100.0
543969,Vojka - Véke,8,HU,27.0%,62.2%,8.3%,0.0%,543969.0,Korčok,0.0,0.0
543977,Zatín - Zétény,8,HU,23.2%,72.8%,1.2%,0.3%,543977.0,Korčok,100.0,0.0
543985,Zbehňov,8,SK,73.7%,0.0%,24.9%,0.3%,543985.0,Korčok,0.0,0.0
543993,Zemplín - Zemplén,8,HU,35.1%,61.8%,0.8%,0.0%,543993.0,Korčok,0.0,0.0
544001,Zemplínska Nová Ves,8,SK,90.1%,0.3%,0.0%,0.0%,544001.0,Korčok,50.0,50.0
544019,Zemplínska Teplica,8,SK,95.3%,0.2%,1.1%,0.1%,544019.0,Korčok,66.67,33.33
544027,Zemplínske Hradište,8,SK,94.0%,2.9%,0.0%,0.1%,544027.0,Pellegrini,0.0,100.0
544035,Zemplínske Jastrabie,8,SK,95.3%,0.6%,0.3%,0.5%,544035.0,Pellegrini,0.0,100.0
544043,Zemplínsky Branč,8,SK,91.9%,0.4%,4.0%,0.0%,544043.0,Pellegrini,0.0,100.0
544051,Vranov nad Topľou,7,SK,90.3%,0.1%,0.8%,0.4%,544051.0,Pellegrini,2.27,97.73
544060,Babie,7,SK,96.5%,0.0%,0.0%,0.0%,544060.0,Korčok,0.0,0.0
544078,Banské,7,SK,79.5%,0.1%,17.4%,0.2%,544078.0,Korčok,0.0,0.0
544086,Benkovce,7,SK,97.8%,0.0%,0.5%,0.4%,544086.0,Pellegrini,0.0,100.0
544094,Bystré,7,SK,95.6%,0.1%,2.4%,0.1%,544094.0,Pellegrini,12.5,87.5
544108,Cabov,7,SK,98.7%,0.0%,0.0%,0.0%,544108.0,Pellegrini,0.0,100.0
544116,Čaklov,7,SK,85.8%,0.0%,11.9%,0.2%,544116.0,Pellegrini,0.0,100.0
544124,Čičava,7,SK,90.1%,0.2%,5.7%,0.0%,544124.0,Pellegrini,0.0,100.0
544132,Čierne nad Topľou,7,SK,98.5%,0.0%,0.0%,0.1%,544132.0,Pellegrini,0.0,100.0
544141,Ďapalovce,7,SK,97.5%,0.0%,0.0%,0.7%,544141.0,Pellegrini,0.0,100.0
544159,Davidov,7,SK,98.8%,0.1%,0.0%,0.1%,544159.0,Korčok,100.0,0.0
544167,Detrík,7,SK,100.0%,0.0%,0.0%,0.0%,544167.0,Korčok,0.0,0.0
544175,Dlhé Klčovo,7,SK,95.7%,0.0%,0.3%,0.0%,544175.0,Pellegrini,0.0,100.0
544183,Ďurďoš,7,SK,87.5%,0.0%,7.8%,0.0%,544183.0,Korčok,0.0,0.0
544191,Giglovce,7,SK,100.0%,0.0%,0.0%,0.0%,544191.0,Korčok,0.0,0.0
544205,Girovce,7,SK,98.2%,0.0%,0.0%,1.8%,544205.0,Korčok,0.0,0.0
544213,Hanušovce nad Topľou,7,SK,89.4%,0.1%,3.4%,0.2%,544213.0,Pellegrini,37.5,62.5
544221,Hermanovce nad Topľou,7,SK,96.9%,0.0%,0.1%,0.4%,544221.0,Pellegrini,33.33,66.67
544230,Hlinné,7,SK,91.7%,0.1%,6.1%,0.0%,544230.0,Pellegrini,33.33,66.67
545333,Dunajská Lužná,1,SK,86.3%,3.2%,0.1%,0.1%,545333.0,Pellegrini,0.0,100.0
545350,Hontianske Trsťany,4,SK,98.0%,0.0%,0.0%,0.0%,545350.0,Pellegrini,0.0,100.0
545589,Cabaj-Čápor,4,SK,91.2%,0.2%,0.1%,0.0%,545589.0,Pellegrini,18.18,81.82
545635,Horné Lefantovce,4,SK,94.2%,0.8%,0.0%,0.0%,545635.0,Pellegrini,0.0,100.0
545651,Veľké Držkovce,3,SK,98.2%,0.0%,0.0%,0.0%,545651.0,Pellegrini,0.0,100.0
545686,Melčice-Lieskové,3,SK,96.4%,0.2%,0.0%,0.1%,545686.0,Pellegrini,14.29,85.71
545741,Trenčianske Stankovce,3,SK,96.9%,0.1%,0.0%,0.0%,545741.0,Pellegrini,11.76,88.24
545961,Turčianske Jaseno,5,SK,97.1%,0.0%,0.2%,0.0%,545961.0,Pellegrini,0.0,100.0
546640,Dolný Lieskov,3,SK,97.6%,0.2%,0.1%,0.0%,546640.0,Pellegrini,33.33,66.67
546682,Skalka nad Váhom,3,SK,97.6%,0.3%,0.0%,0.0%,546682.0,Pellegrini,0.0,100.0
547522,Bitarová,5,SK,97.8%,0.1%,0.0%,0.0%,547522.0,Pellegrini,0.0,100.0
547557,Brezany,5,SK,98.8%,0.2%,0.2%,0.0%,547557.0,Pellegrini,33.33,66.67
547590,Hričovské Podhradie,5,SK,98.3%,0.0%,0.0%,0.0%,547590.0,Pellegrini,0.0,100.0
547611,Ovčiarsko,5,SK,98.2%,0.0%,0.0%,0.0%,547611.0,Pellegrini,0.0,100.0
547620,Paština Závada,5,SK,97.5%,0.0%,0.0%,0.0%,547620.0,Pellegrini,0.0,100.0
555487,Igram,1,SK,94.9%,0.5%,0.0%,0.2%,555487.0,Pellegrini,0.0,100.0
555495,Kaplna,1,SK,94.6%,0.7%,0.0%,0.0%,555495.0,Pellegrini,0.0,100.0
555509,Zálesie (SC),1,SK,94.0%,1.1%,0.0%,0.2%,555509.0,Pellegrini,0.0,100.0
555517,Bellova Ves,2,SK,78.8%,19.3%,0.0%,0.0%,555517.0,Korčok,0.0,0.0
555541,Dunajský Klátov - Dunatőkés,2,HU,14.0%,83.8%,0.0%,0.0%,555541.0,Korčok,100.0,0.0
555568,Horné Mýto - Felsővámos,2,HU,12.6%,85.2%,0.3%,0.0%,555568.0,Pellegrini,0.0,100.0
555576,Trhová Hradská - Vásárút,2,HU,11.2%,85.2%,0.5%,0.0%,555576.0,Korčok,50.0,50.0
555606,Macov - Macháza,2,SK,64.1%,25.1%,0.2%,0.2%,555606.0,Pellegrini,0.0,100.0
555649,Mad - Nagymad,2,HU,10.7%,85.1%,0.0%,0.0%,555649.0,Korčok,0.0,0.0
555665,Malé Dvorníky - Kisudvarnok,2,HU,13.2%,84.6%,0.1%,0.0%,555665.0,Pellegrini,0.0,100.0
555673,Veľké Dvorníky - Nagyudvarnok,2,HU,12.4%,78.4%,0.5%,0.0%,555673.0,Pellegrini,0.0,100.0
555720,Povoda - Pódatejed,2,HU,21.2%,76.3%,0.0%,0.0%,555720.0,Pellegrini,0.0,100.0
555746,Vieska (DS) - Dunakisfalud,2,HU,19.2%,76.7%,0.0%,0.0%,555746.0,Pellegrini,0.0,100.0
555754,Matúškovo - Taksonyfalva,2,HU,45.6%,52.0%,0.0%,0.0%,555754.0,Pellegrini,0.0,100.0
555789,Dolná Streda,2,SK,94.7%,1.3%,0.0%,0.0%,555789.0,Pellegrini,0.0,100.0
555819,Bodzianske Lúky - Bogyarét,4,HU,9.4%,84.3%,0.0%,0.0%,555819.0,Korčok,0.0,0.0
555827,Virt - Virt,4,HU,34.0%,64.4%,0.0%,0.0%,555827.0,Pellegrini,0.0,100.0
555843,Čata - Csata,4,HU,37.4%,53.3%,2.9%,0.0%,555843.0,Korčok,0.0,0.0
555851,Malý Lapáš,4,SK,97.0%,1.1%,0.0%,0.0%,555851.0,Pellegrini,0.0,100.0
555860,Veľký Lapáš,4,SK,96.1%,1.3%,0.0%,0.1%,555860.0,Pellegrini,0.0,100.0
555878,Horná Kráľová,4,SK,83.5%,10.1%,0.1%,0.1%,555878.0,Pellegrini,0.0,100.0
555886,Čechynce - Nyitracsehi,4,SK,66.7%,32.4%,0.0%,0.0%,555886.0,Pellegrini,0.0,100.0
555908,Malý Cetín,4,SK,88.9%,8.0%,0.0%,0.0%,555908.0,Pellegrini,0.0,100.0
555916,Červený Hrádok,4,SK,96.7%,0.5%,0.0%,0.0%,555916.0,Pellegrini,0.0,100.0
555924,Malé Vozokany,4,SK,96.7%,0.3%,0.3%,0.0%,555924.0,Pellegrini,0.0,100.0
555932,Veľké Vozokany,4,SK,98.2%,0.0%,0.0%,0.0%,555932.0,Pellegrini,16.67,83.33
555959,Hosťová - Nyitrageszte,4,HU,42.3%,55.1%,0.0%,0.0%,555959.0,Korčok,0.0,0.0
555967,Telince,4,SK,84.8%,6.2%,0.0%,0.0%,555967.0,Korčok,100.0,0.0
555991,Svätoplukovo,4,SK,96.3%,0.4%,0.1%,0.1%,555991.0,Pellegrini,0.0,100.0
556025,Vlkas,4,SK,98.1%,0.9%,0.0%,0.0%,556025.0,Pellegrini,25.0,75.0
556033,Pavlová - Garampáld,4,HU,8.0%,88.3%,0.0%,0.0%,556033.0,Korčok,0.0,0.0
556050,Úľany nad Žitavou,4,SK,96.8%,0.3%,0.1%,0.0%,556050.0,Pellegrini,0.0,100.0
556092,Nána - Nána,4,HU,26.4%,66.6%,0.0%,0.0%,556092.0,Pellegrini,0.0,100.0
556114,Sekule,2,SK,95.2%,0.1%,0.0%,0.1%,556114.0,Pellegrini,22.22,77.78
556122,Rohov,2,SK,98.2%,0.3%,0.0%,0.0%,556122.0,Korčok,100.0,0.0
556131,Rybky,2,SK,98.3%,0.0%,0.0%,0.0%,556131.0,Pellegrini,0.0,100.0
556149,Krušovce,4,SK,92.9%,0.1%,0.1%,0.0%,556149.0,Pellegrini,20.0,80.0
556157,Jacovce,4,SK,96.6%,0.1%,0.0%,0.1%,556157.0,Pellegrini,33.33,66.67
556165,Chrabrany,4,SK,95.1%,0.0%,0.0%,0.0%,556165.0,Pellegrini,0.0,100.0
556173,Livina,3,SK,98.3%,0.0%,0.0%,0.0%,556173.0,Korčok,0.0,0.0
556190,Livinské Opatovce,3,SK,98.2%,0.0%,0.0%,0.0%,556190.0,Pellegrini,0.0,100.0
556211,Orešany,4,SK,96.7%,0.3%,0.0%,0.0%,556211.0,Korčok,66.67,33.33
556220,Ardanovce,4,SK,96.6%,0.0%,0.0%,0.0%,556220.0,Pellegrini,0.0,100.0
556238,Svrbice,4,SK,97.3%,0.0%,0.0%,0.0%,556238.0,Pellegrini,0.0,100.0
556246,Krásno,3,SK,94.5%,1.0%,0.6%,0.0%,556246.0,Pellegrini,0.0,100.0
556262,Dvorany nad Nitrou,4,SK,95.2%,0.0%,0.0%,0.0%,556262.0,Pellegrini,0.0,100.0
556271,Turčianky,3,SK,97.1%,0.0%,0.0%,0.7%,556271.0,Pellegrini,0.0,100.0
556289,Otrhánky,3,SK,98.5%,0.0%,0.0%,0.0%,556289.0,Pellegrini,0.0,100.0
556297,Čeľadince,4,SK,94.1%,0.2%,0.0%,0.0%,556297.0,Pellegrini,0.0,100.0
556327,Solčianky,4,SK,97.3%,0.4%,0.0%,0.0%,556327.0,Pellegrini,0.0,100.0
556351,Horné Chlebany,4,SK,98.9%,0.0%,0.0%,0.0%,556351.0,Korčok,0.0,0.0
556360,Libichava,3,SK,95.8%,0.0%,0.0%,0.0%,556360.0,Korčok,0.0,0.0
556408,Chudá Lehota,3,SK,99.1%,0.0%,0.0%,0.0%,556408.0,Korčok,0.0,0.0
556416,Ješkova Ves,3,SK,97.8%,0.0%,0.0%,0.0%,556416.0,Pellegrini,0.0,100.0
556424,Haluzice,3,SK,94.7%,0.0%,0.0%,0.0%,556424.0,Pellegrini,0.0,100.0
556441,Zemianske Podhradie,3,SK,96.6%,0.0%,0.0%,0.0%,556441.0,Korčok,100.0,0.0
556459,Nová Ves nad Váhom,3,SK,98.7%,0.0%,0.0%,0.0%,556459.0,Pellegrini,0.0,100.0
556475,Zamarovce,3,SK,95.3%,0.1%,0.0%,0.0%,556475.0,Pellegrini,0.0,100.0
556483,Križovany nad Dudváhom,2,SK,95.4%,0.3%,0.0%,0.1%,556483.0,Pellegrini,15.38,84.62
556491,Opoj,2,SK,94.3%,0.2%,0.0%,0.1%,556491.0,Pellegrini,0.0,100.0
556513,Vlčkovce,2,SK,93.9%,0.3%,0.1%,0.1%,556513.0,Pellegrini,20.0,80.0
556521,Dolné Zelenice,2,SK,97.0%,0.0%,0.2%,0.0%,556521.0,Korčok,0.0,0.0
556530,Horné Zelenice,2,SK,96.4%,0.1%,0.1%,0.0%,556530.0,Pellegrini,0.0,100.0
556548,Šterusy,2,SK,96.5%,0.0%,0.0%,0.0%,556548.0,Pellegrini,0.0,100.0
556556,Pavlice,2,SK,97.1%,0.4%,0.0%,0.2%,556556.0,Pellegrini,0.0,100.0
556564,Slovenská Nová Ves,2,SK,96.9%,0.4%,0.0%,0.0%,556564.0,Pellegrini,0.0,100.0
556572,Veľké Orvište,2,SK,88.7%,0.2%,0.0%,0.1%,556572.0,Pellegrini,0.0,100.0
556581,Hubina,2,SK,95.4%,0.0%,0.0%,0.0%,556581.0,Pellegrini,25.0,75.0
556599,Dlhá,2,SK,96.6%,0.5%,0.5%,0.0%,556599.0,Pellegrini,0.0,100.0
556602,Horné Trhovište,2,SK,97.3%,0.3%,0.0%,0.0%,556602.0,Pellegrini,0.0,100.0
556611,Tekolďany,2,SK,93.9%,0.0%,0.0%,0.0%,556611.0,Korčok,0.0,0.0
556645,Tepličky,2,SK,91.3%,0.0%,0.0%,0.0%,556645.0,Korčok,0.0,0.0
556653,Radošovce (TT),2,SK,97.1%,0.0%,0.0%,0.0%,556653.0,Pellegrini,20.0,80.0
556661,Dolné Lovčice,2,SK,96.8%,0.1%,0.0%,0.5%,556661.0,Korčok,50.0,50.0
556670,Šelpice,2,SK,91.1%,0.7%,0.1%,0.0%,556670.0,Pellegrini,0.0,100.0
556688,Lošonec,2,SK,98.1%,0.3%,0.0%,0.0%,556688.0,Korčok,0.0,0.0
556696,Nitrianske Hrnčiarovce,4,SK,78.7%,13.9%,0.1%,0.0%,556696.0,Pellegrini,0.0,100.0
556742,Pochabany,3,SK,97.7%,0.4%,0.0%,0.0%,556742.0,Korčok,0.0,0.0
556777,Jesenské (LV),4,SK,91.8%,2.0%,0.0%,0.0%,556777.0,Korčok,0.0,0.0
556785,Malé Chyndice,4,SK,94.3%,0.3%,0.0%,0.0%,556785.0,Korčok,0.0,0.0
556793,Borčany,3,SK,98.5%,0.0%,0.0%,0.0%,556793.0,Korčok,0.0,0.0
556807,Ižipovce,5,SK,98.9%,0.0%,0.0%,0.0%,556807.0,Korčok,0.0,0.0
556823,Medzany,7,SK,98.4%,0.0%,0.2%,0.0%,556823.0,Pellegrini,0.0,100.0
557251,Bystrá (BR),6,SK,95.7%,0.0%,0.0%,0.0%,557251.0,Pellegrini,0.0,100.0
557269,Turecká,6,SK,96.9%,0.0%,0.0%,0.0%,557269.0,Korčok,0.0,0.0
557277,Kynceľová,6,SK,97.2%,0.3%,0.0%,0.0%,557277.0,Pellegrini,0.0,100.0
557285,Nemce,6,SK,95.7%,0.1%,0.0%,0.1%,557285.0,Pellegrini,0.0,100.0
557293,Vlkanová,6,SK,93.9%,0.2%,0.5%,0.1%,557293.0,Korčok,0.0,0.0
557307,Vidiná,6,SK,93.2%,2.2%,0.0%,0.0%,557307.0,Pellegrini,0.0,100.0
557315,Biskupice - Fülekpüspöki,6,HU,21.1%,70.6%,0.6%,0.0%,557315.0,Korčok,50.0,50.0
557323,Ďubákovo,6,SK,94.9%,0.0%,0.0%,0.0%,557323.0,Korčok,0.0,0.0
557331,Gregorova Vieska,6,SK,95.1%,0.7%,2.1%,0.0%,557331.0,Korčok,0.0,0.0
557340,Trenč,6,SK,77.1%,8.2%,1.1%,0.0%,557340.0,Korčok,0.0,0.0
557358,Vrútky,5,SK,93.2%,0.2%,1.3%,0.0%,557358.0,Pellegrini,2.63,97.37
557391,Borčice,3,SK,94.2%,0.0%,0.0%,0.0%,557391.0,Korčok,50.0,50.0
557404,Kameničany,3,SK,98.6%,0.0%,0.0%,0.0%,557404.0,Pellegrini,25.0,75.0
557412,Sedmerovec,3,SK,99.3%,0.0%,0.0%,0.0%,557412.0,Pellegrini,0.0,100.0
557421,Slavnica,3,SK,98.7%,0.0%,0.0%,0.0%,557421.0,Pellegrini,33.33,66.67
557439,Dolné Kočkovce,3,SK,97.4%,0.0%,0.0%,0.0%,557439.0,Pellegrini,0.0,100.0
557447,Nimnica,3,SK,97.5%,0.0%,0.0%,0.0%,557447.0,Korčok,66.67,33.33
557471,Streženice,3,SK,97.0%,0.1%,0.0%,0.2%,557471.0,Pellegrini,12.5,87.5
557480,Slopná,3,SK,99.0%,0.0%,0.0%,0.0%,557480.0,Korčok,0.0,0.0
557498,Vydrná,3,SK,98.7%,0.0%,0.0%,0.0%,557498.0,Pellegrini,0.0,100.0
557501,Kvašov,3,SK,97.9%,0.0%,0.0%,0.0%,557501.0,Pellegrini,0.0,100.0
557510,Hatné,3,SK,98.6%,0.2%,0.0%,0.0%,557510.0,Pellegrini,33.33,66.67
557552,Klieština,3,SK,98.0%,0.0%,0.0%,0.0%,557552.0,Pellegrini,0.0,100.0
557561,Čelkova Lehota,3,SK,99.3%,0.0%,0.0%,0.0%,557561.0,Korčok,66.67,33.33
557579,Malé Lednice,3,SK,98.3%,0.0%,0.0%,0.0%,557579.0,Pellegrini,12.5,87.5
557595,Sádočné,3,SK,99.4%,0.0%,0.0%,0.0%,557595.0,Pellegrini,0.0,100.0
557609,Ďurďové,3,SK,99.3%,0.0%,0.0%,0.0%,557609.0,Pellegrini,0.0,100.0
557617,Krivoklát,3,SK,97.9%,0.0%,0.0%,0.0%,557617.0,Pellegrini,0.0,100.0
557625,Vršatské Podhradie,3,SK,97.3%,0.0%,0.0%,0.0%,557625.0,Pellegrini,0.0,100.0
557633,Bodiná,3,SK,98.2%,0.0%,0.0%,0.0%,557633.0,Pellegrini,0.0,100.0
557692,Horná Breznica,3,SK,98.0%,0.0%,0.0%,0.0%,557692.0,Pellegrini,0.0,100.0
557706,Lipník,3,SK,99.1%,0.4%,0.0%,0.0%,557706.0,Pellegrini,0.0,100.0
557714,Jalovec (PD),3,SK,96.8%,0.4%,0.0%,0.0%,557714.0,Korčok,0.0,0.0
557757,Abovce - Abafalva,6,HU,21.4%,74.3%,3.0%,0.0%,557757.0,Pellegrini,0.0,100.0
557765,Riečka (RS) - Sajórecske,6,HU,18.8%,77.5%,3.7%,0.0%,557765.0,Korčok,0.0,0.0
557790,Nižný Skálnik,6,SK,96.4%,2.1%,0.0%,0.0%,557790.0,Pellegrini,0.0,100.0
557811,Rimavské Zalužany,6,SK,97.7%,0.0%,0.0%,0.0%,557811.0,Korčok,0.0,0.0
557820,Sása (RA),6,SK,94.6%,0.0%,0.0%,0.0%,557820.0,Korčok,0.0,0.0
557854,Rakytník - Rakottyás,6,XR,10.6%,28.9%,53.5%,0.0%,557854.0,Korčok,66.67,33.33
557889,Gemerské Michalovce - Gömörmihályfalva,6,HU,14.8%,78.4%,0.0%,0.0%,557889.0,Korčok,0.0,0.0
557901,Vyšné Valice - Felsővály,6,HU,9.3%,79.5%,6.2%,0.0%,557901.0,Korčok,0.0,0.0
557919,Dulovo - Dúlháza,6,HU,11.8%,83.1%,3.1%,0.0%,557919.0,Korčok,0.0,0.0
557927,Zacharovce - Zeherje,6,SK,73.8%,24.1%,1.5%,0.0%,557927.0,Korčok,0.0,0.0
557935,Lietavská Lúčka,5,SK,95.8%,0.0%,0.2%,0.0%,557935.0,Pellegrini,33.33,66.67
557960,Porúbka (ZA),5,SK,99.0%,0.0%,0.0%,0.0%,557960.0,Pellegrini,0.0,100.0
557986,Ďurčiná,5,SK,98.4%,0.0%,0.0%,0.1%,557986.0,Korčok,50.0,50.0
557994,Kľače,5,SK,98.1%,0.2%,0.0%,0.0%,557994.0,Pellegrini,40.0,60.0
558087,Lukavica (ZV),6,SK,94.6%,0.4%,0.0%,0.0%,558087.0,Pellegrini,0.0,100.0
558133,Lieskovec (ZV),6,SK,96.5%,0.2%,0.6%,0.0%,558133.0,Pellegrini,0.0,100.0
