IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate
555576,Trhová Hradská - Vásárút,2,HU,11.2%,85.2%,0.5%,0.0%
555606,Macov - Macháza,2,SK,64.1%,25.1%,0.2%,0.2%
555649,Mad - Nagymad,2,HU,10.7%,85.1%,0.0%,0.0%
555665,Malé Dvorníky - Kisudvarnok,2,HU,13.2%,84.6%,0.1%,0.0%
555673,Veľké Dvorníky - Nagyudvarnok,2,HU,12.4%,78.4%,0.5%,0.0%
555720,Povoda - Pódatejed,2,HU,21.2%,76.3%,0.0%,0.0%
555746,Vieska (DS) - Dunakisfalud,2,HU,19.2%,76.7%,0.0%,0.0%
555754,Matúškovo - Taksonyfalva,2,HU,45.6%,52.0%,0.0%,0.0%
555789,Dolná Streda,2,SK,94.7%,1.3%,0.0%,0.0%
555819,Bodzianske Lúky - Bogyarét,4,HU,9.4%,84.3%,0.0%,0.0%
555827,Virt - Virt,4,HU,34.0%,64.4%,0.0%,0.0%
555843,Čata - Csata,4,HU,37.4%,53.3%,2.9%,0.0%
555851,Malý Lapáš,4,SK,97.0%,1.1%,0.0%,0.0%
555860,Veľký Lapáš,4,SK,96.1%,1.3%,0.0%,0.1%
555878,Horná Kráľová,4,SK,83.5%,10.1%,0.1%,0.1%
555886,Čechynce - Nyitracsehi,4,SK,66.7%,32.4%,0.0%,0.0%
555908,Malý Cetín,4,SK,88.9%,8.0%,0.0%,0.0%
555916,Červený Hrádok,4,SK,96.7%,0.5%,0.0%,0.0%
555924,Malé Vozokany,4,SK,96.7%,0.3%,0.3%,0.0%
555932,Veľké Vozokany,4,SK,98.2%,0.0%,0.0%,0.0%
555959,Hosťová - Nyitrageszte,4,HU,42.3%,55.1%,0.0%,0.0%
555967,Telince,4,SK,84.8%,6.2%,0.0%,0.0%
555991,Svätoplukovo,4,SK,96.3%,0.4%,0.1%,0.1%
556025,Vlkas,4,SK,98.1%,0.9%,0.0%,0.0%
556033,Pavlová - Garampáld,4,HU,8.0%,88.3%,0.0%,0.0%
556050,Úľany nad Žitavou,4,SK,96.8%,0.3%,0.1%,0.0%
556092,Nána - Nána,4,HU,26.4%,66.6%,0.0%,0.0%
556114,Sekule,2,SK,95.2%,0.1%,0.0%,0.1%
556122,Rohov,2,SK,98.2%,0.3%,0.0%,0.0%
556131,Rybky,2,SK,98.3%,0.0%,0.0%,0.0%
556149,Krušovce,4,SK,92.9%,0.1%,0.1%,0.0%
556157,Jacovce,4,SK,96.6%,0.1%,0.0%,0.1%
556165,Chrabrany,4,SK,95.1%,0.0%,0.0%,0.0%
556173,Livina,3,SK,98.3%,0.0%,0.0%,0.0%
556190,Livinské Opatovce,3,SK,98.2%,0.0%,0.0%,0.0%
556211,Orešany,4,SK,96.7%,0.3%,0.0%,0.0%
556220,Ardanovce,4,SK,96.6%,0.0%,0.0%,0.0%
556238,Svrbice,4,SK,97.3%,0.0%,0.0%,0.0%
556246,Krásno,3,SK,94.5%,1.0%,0.6%,0.0%
556262,Dvorany nad Nitrou,4,SK,95.2%,0.0%,0.0%,0.0%
556271,Turčianky,3,SK,97.1%,0.0%,0.0%,0.7%
556289,Otrhánky,3,SK,98.5%,0.0%,0.0%,0.0%
556297,Čeľadince,4,SK,94.1%,0.2%,0.0%,0.0%
556327,Solčianky,4,SK,97.3%,0.4%,0.0%,0.0%
556351,Horné Chlebany,4,SK,98.9%,0.0%,0.0%,0.0%
556360,Libichava,3,SK,95.8%,0.0%,0.0%,0.0%
556408,Chudá Lehota,3,SK,99.1%,0.0%,0.0%,0.0%
556416,Ješkova Ves,3,SK,97.8%,0.0%,0.0%,0.0%
556424,Haluzice,3,SK,94.7%,0.0%,0.0%,0.0%
556441,Zemianske Podhradie,3,SK,96.6%,0.0%,0.0%,0.0%
556459,Nová Ves nad Váhom,3,SK,98.7%,0.0%,0.0%,0.0%
556475,Zamarovce,3,SK,95.3%,0.1%,0.0%,0.0%
556483,Križovany nad Dudváhom,2,SK,95.4%,0.3%,0.0%,0.1%
556491,Opoj,2,SK,94.3%,0.2%,0.0%,0.1%
556513,Vlčkovce,2,SK,93.9%,0.3%,0.1%,0.1%
556521,Dolné Zelenice,2,SK,97.0%,0.0%,0.2%,0.0%
556530,Horné Zelenice,2,SK,96.4%,0.1%,0.1%,0.0%
556548,Šterusy,2,SK,96.5%,0.0%,0.0%,0.0%
556556,Pavlice,2,SK,97.1%,0.4%,0.0%,0.2%
556564,Slovenská Nová Ves,2,SK,96.9%,0.4%,0.0%,0.0%
556572,Veľké Orvište,2,SK,88.7%,0.2%,0.0%,0.1%
556581,Hubina,2,SK,95.4%,0.0%,0.0%,0.0%
556599,Dlhá,2,SK,96.6%,0.5%,0.5%,0.0%
556602,Horné Trhovište,2,SK,97.3%,0.3%,0.0%,0.0%
556611,Tekolďany,2,SK,93.9%,0.0%,0.0%,0.0%
556645,Tepličky,2,SK,91.3%,0.0%,0.0%,0.0%
556653,Radošovce (TT),2,SK,97.1%,0.0%,0.0%,0.0%
556661,Dolné Lovčice,2,SK,96.8%,0.1%,0.0%,0.5%
556670,Šelpice,2,SK,91.1%,0.7%,0.1%,0.0%
556688,Lošonec,2,SK,98.1%,0.3%,0.0%,0.0%
556696,Nitrianske Hrnčiarovce,4,SK,78.7%,13.9%,0.1%,0.0%
556742,Pochabany,3,SK,97.7%,0.4%,0.0%,0.0%
556777,Jesenské (LV),4,SK,91.8%,2.0%,0.0%,0.0%
556785,Malé Chyndice,4,SK,94.3%,0.3%,0.0%,0.0%
556793,Borčany,3,SK,98.5%,0.0%,0.0%,0.0%
556807,Ižipovce,5,SK,98.9%,0.0%,0.0%,0.0%
556823,Medzany,7,SK,98.4%,0.0%,0.2%,0.0%
557251,Bystrá (BR),6,SK,95.7%,0.0%,0.0%,0.0%
557269,Turecká,6,SK,96.9%,0.0%,0.0%,0.0%
557277,Kynceľová,6,SK,97.2%,0.3%,0.0%,0.0%
557285,Nemce,6,SK,95.7%,0.1%,0.0%,0.1%
557293,Vlkanová,6,SK,93.9%,0.2%,0.5%,0.1%
557307,Vidiná,6,SK,93.2%,2.2%,0.0%,0.0%
557315,Biskupice - Fülekpüspöki,6,HU,21.1%,70.6%,0.6%,0.0%
557323,Ďubákovo,6,SK,94.9%,0.0%,0.0%,0.0%
557331,Gregorova Vieska,6,SK,95.1%,0.7%,2.1%,0.0%
557340,Trenč,6,SK,77.1%,8.2%,1.1%,0.0%
557358,Vrútky,5,SK,93.2%,0.2%,1.3%,0.0%
557391,Borčice,3,SK,94.2%,0.0%,0.0%,0.0%
557404,Kameničany,3,SK,98.6%,0.0%,0.0%,0.0%
557412,Sedmerovec,3,SK,99.3%,0.0%,0.0%,0.0%
557421,Slavnica,3,SK,98.7%,0.0%,0.0%,0.0%
557439,Dolné Kočkovce,3,SK,97.4%,0.0%,0.0%,0.0%
557447,Nimnica,3,SK,97.5%,0.0%,0.0%,0.0%
557471,Streženice,3,SK,97.0%,0.1%,0.0%,0.2%
557480,Slopná,3,SK,99.0%,0.0%,0.0%,0.0%
557498,Vydrná,3,SK,98.7%,0.0%,0.0%,0.0%
557501,Kvašov,3,SK,97.9%,0.0%,0.0%,0.0%
557510,Hatné,3,SK,98.6%,0.2%,0.0%,0.0%
557552,Klieština,3,SK,98.0%,0.0%,0.0%,0.0%
557561,Čelkova Lehota,3,SK,99.3%,0.0%,0.0%,0.0%
557579,Malé Lednice,3,SK,98.3%,0.0%,0.0%,0.0%
557595,Sádočné,3,SK,99.4%,0.0%,0.0%,0.0%
557609,Ďurďové,3,SK,99.3%,0.0%,0.0%,0.0%
557617,Krivoklát,3,SK,97.9%,0.0%,0.0%,0.0%
557625,Vršatské Podhradie,3,SK,97.3%,0.0%,0.0%,0.0%
557633,Bodiná,3,SK,98.2%,0.0%,0.0%,0.0%
557692,Horná Breznica,3,SK,98.0%,0.0%,0.0%,0.0%
557706,Lipník,3,SK,99.1%,0.4%,0.0%,0.0%
557714,Jalovec (PD),3,SK,96.8%,0.4%,0.0%,0.0%
557757,Abovce - Abafalva,6,HU,21.4%,74.3%,3.0%,0.0%
557765,Riečka (RS) - Sajórecske,6,HU,18.8%,77.5%,3.7%,0.0%
557790,Nižný Skálnik,6,SK,96.4%,2.1%,0.0%,0.0%
557811,Rimavské Zalužany,6,SK,97.7%,0.0%,0.0%,0.0%
557820,Sása (RA),6,SK,94.6%,0.0%,0.0%,0.0%
557854,Rakytník - Rakottyás,6,XR,10.6%,28.9%,53.5%,0.0%
557889,Gemerské Michalovce - Gömörmihályfalva,6,HU,14.8%,78.4%,0.0%,0.0%
557901,Vyšné Valice - Felsővály,6,HU,9.3%,79.5%,6.2%,0.0%
557919,Dulovo - Dúlháza,6,HU,11.8%,83.1%,3.1%,0.0%
557927,Zacharovce - Zeherje,6,SK,73.8%,24.1%,1.5%,0.0%
557935,Lietavská Lúčka,5,SK,95.8%,0.0%,0.2%,0.0%
557960,Porúbka (ZA),5,SK,99.0%,0.0%,0.0%,0.0%
557986,Ďurčiná,5,SK,98.4%,0.0%,0.0%,0.1%
557994,Kľače,5,SK,98.1%,0.2%,0.0%,0.0%
558087,Lukavica (ZV),6,SK,94.6%,0.4%,0.0%,0.0%
558133,Lieskovec (ZV),6,SK,96.5%,0.2%,0.6%,0.0%
558168,Nezbudská Lúčka,5,SK,96.6%,0.0%,0.0%,0.0%
558192,Malý Krtíš,6,SK,95.7%,1.2%,0.2%,0.0%
558206,Malé Straciny,6,SK,94.0%,0.0%,0.0%,0.0%
558214,Veľké Straciny,6,SK,95.2%,2.4%,0.0%,0.0%
558222,Počarová,3,SK,99.3%,0.0%,0.0%,0.0%
558273,Bulhary - Bolgárom,6,HU,10.3%,87.2%,0.6%,0.0%
558281,Liptovská Porúbka,5,SK,94.0%,0.3%,2.7%,0.1%
558320,Ivanka pri Nitre,4,SK,91.8%,0.7%,0.0%,0.0%
558338,Ducové,2,SK,94.5%,0.2%,0.2%,0.0%
558354,Bašovce,2,SK,97.6%,0.0%,0.0%,0.0%
558397,Šípkové,2,SK,98.3%,0.0%,0.0%,0.0%
559547,Jasenov (HE),7,SK,97.8%,0.0%,0.0%,1.3%
559598,Hažín nad Cirochou,7,SK,96.6%,0.3%,0.0%,0.9%
559610,Rokytovce - Рокытівцї,7,XU,36.0%,0.0%,8.1%,54.0%
559636,Sopkovce,7,SK,98.0%,0.0%,0.0%,0.0%
559644,Gruzovce,7,SK,99.2%,0.0%,0.0%,0.0%
559652,Maškovce,7,SK,76.9%,0.0%,0.0%,15.4%
559687,Kechnec,8,SK,86.2%,10.3%,0.5%,0.1%
559784,Turňa nad Bodvou - Torna,8,SK,48.5%,32.7%,3.4%,0.0%
559831,Bočiar,8,SK,95.6%,0.0%,0.0%,0.0%
559865,Sokoľany,8,SK,90.2%,0.1%,3.3%,0.0%
559873,Dvorníky-Včeláre - Méhészudvarnok,8,HU,39.8%,57.6%,0.2%,0.2%
559881,Zádiel - Szádelő,8,HU,14.8%,83.9%,0.0%,0.0%
559890,Štôla,7,SK,91.2%,0.4%,1.0%,0.0%
559938,Malá Franková,7,SK,95.7%,0.0%,0.0%,0.0%
559971,Lipníky,7,SK,99.2%,0.0%,0.0%,0.0%
559989,Suchá Dolina,7,SK,96.1%,0.5%,0.0%,0.0%
560022,Brzotín - Berzéte,8,SK,64.6%,26.9%,3.0%,0.1%
560031,Čučma - Csucsom,8,SK,61.6%,32.1%,0.3%,0.0%
560049,Jovice - Jólész,8,HU,21.3%,47.9%,25.6%,0.1%
560065,Kružná - Berzétekőrös,8,HU,24.7%,74.6%,0.0%,0.0%
560073,Vyšný Hrabovec,7,SK,95.4%,0.0%,0.5%,1.5%
560103,Vysoké Tatry,7,SK,89.3%,0.4%,0.1%,0.2%
560154,Smižany,8,SK,88.6%,0.0%,1.9%,0.1%
580236,Hronsek,6,SK,96.8%,0.5%,0.5%,0.2%
580244,Malachov,6,SK,96.3%,0.4%,0.0%,0.0%
580252,Milhosť - Migléc,8,SK,75.0%,23.0%,0.0%,0.0%
580287,Liptovský Peter,5,SK,92.2%,0.2%,0.2%,0.0%
580309,Mikušovce (LC),6,SK,82.2%,13.8%,0.4%,0.0%
580317,Utekáč,6,SK,96.0%,0.0%,0.0%,0.0%
580368,Tatranská Javorina,7,SK,95.5%,0.0%,0.0%,0.0%
580384,Mokrá Lúka,6,SK,88.9%,0.6%,0.6%,0.0%
580449,Brodzany,3,SK,96.1%,0.1%,0.0%,0.0%
580457,Tovarníky,4,SK,94.2%,0.1%,0.1%,0.1%
580473,Biely Kostol,2,SK,91.3%,0.4%,0.0%,0.2%
580520,Korytárky,6,SK,96.0%,0.1%,0.1%,0.0%
580546,Orovnica,6,SK,97.8%,0.4%,0.0%,0.0%
580554,Čenkovce - Csenke,2,HU,19.0%,76.7%,0.0%,0.0%
580597,Kyselica - Keszölcés,2,HU,32.5%,63.6%,0.0%,0.0%
580601,Dukovce,7,SK,98.9%,0.0%,0.0%,0.4%
580791,Radoľa,5,SK,97.4%,0.1%,0.1%,0.0%
580813,Bziny,5,SK,98.4%,0.0%,0.0%,0.0%
580856,Horný Lieskov,3,SK,99.3%,0.0%,0.0%,0.0%
580864,Podskalie,3,SK,99.2%,0.0%,0.0%,0.0%
580899,Lužianky,4,SK,95.4%,0.2%,0.2%,0.2%
580911,Holiare - Gellér,4,HU,9.3%,84.6%,0.8%,0.0%
580937,Bohunice (LV),4,SK,94.6%,0.7%,0.0%,0.0%
580953,Malé Uherce,3,SK,98.1%,0.3%,0.0%,0.0%
581020,Hrnčiarovce nad Parnou,2,SK,94.6%,0.1%,0.0%,0.0%
581097,Ľudovítová,4,SK,98.7%,0.0%,0.0%,0.0%
581135,Malé Kozmálovce,4,SK,84.8%,3.4%,0.0%,0.0%
581160,Veľké Kozmálovce,4,SK,98.2%,0.6%,0.1%,0.0%
581241,Malý Slavkov,7,SK,91.0%,0.0%,6.2%,0.1%
581305,Nemčice,4,SK,97.0%,0.1%,0.0%,0.0%
581348,Petrova Lehota,3,SK,97.0%,0.0%,0.0%,0.0%
581399,Banka,2,SK,91.4%,0.5%,0.1%,0.0%
581488,Zvončín,2,SK,98.6%,0.3%,0.0%,0.3%
581585,Veľká Lúka,6,SK,94.9%,0.0%,0.1%,0.0%
581607,Brehy,6,SK,97.8%,0.0%,0.8%,0.0%
581623,Babindol,4,SK,77.3%,16.5%,0.0%,0.0%
581640,Korytné,7,SK,97.8%,0.0%,0.0%,1.1%
581658,Práznovce,4,SK,95.9%,0.1%,0.0%,0.0%
581674,Hencovce,7,SK,94.1%,0.2%,1.4%,0.3%
581691,Štefanovičová,4,SK,91.3%,1.9%,0.3%,0.0%
581704,Kuzmice (TO),4,SK,93.2%,0.1%,0.0%,0.0%
581712,Šuja,5,SK,97.6%,0.0%,0.3%,0.0%
581747,Horná Ves (ZH),6,SK,95.0%,0.4%,0.1%,0.0%
581895,Hrkovce - Gyerk,4,SK,51.5%,46.7%,0.0%,0.0%
581984,Hlboké nad Váhom,5,SK,99.1%,0.1%,0.0%,0.0%
582000,Bratislava,1,SK,85.2%,2.4%,0.0%,0.2%
582051,Zlatno (PT),6,SK,89.5%,0.2%,0.9%,0.0%
582093,Vyšný Medzev,8,SK,89.5%,0.8%,0.6%,0.0%
582140,Lackovce,7,SK,94.6%,0.1%,0.0%,2.5%
582301,Bohunice (IL),3,SK,99.1%,0.3%,0.0%,0.0%
582361,Obid - Ebed,4,HU,17.1%,72.0%,0.3%,0.0%
582387,Čab,4,SK,98.6%,0.1%,0.0%,0.0%
582425,Dolné Lefantovce,4,SK,94.3%,0.3%,0.1%,0.0%
582514,Kostoľany nad Hornádom,8,SK,94.9%,0.2%,0.0%,0.1%
582522,Potônske Lúky - Patonyrét,2,HU,22.1%,66.8%,0.0%,0.4%
582549,Nový Svet,1,SK,87.0%,4.3%,0.0%,0.0%
582638,Malá Mača - Kismácséd,2,SK,55.8%,41.6%,0.0%,0.0%
582697,Bádice,4,SK,94.4%,1.8%,0.0%,0.0%
582719,Štitáre,4,SK,81.1%,14.2%,0.0%,0.1%
582816,Žitavany,4,SK,92.4%,0.2%,0.0%,0.0%
599310,Chorváty - Tornahorváti,8,HU,21.4%,69.9%,5.8%,0.0%
599328,Ladomerská Vieska,6,SK,97.1%,0.1%,0.3%,0.0%
599336,Lutila,6,SK,97.4%,0.0%,0.0%,0.1%
599981,Košice,8,SK,83.7%,2.5%,1.8%,0.5%
